112640300;PO;FP
112640400;PO;FP
112649900;PO;FP
112650201;PO;FP
112650202;PO;FP
112650203;PO;FP
112650299;PO;FP
112650300;PO;FP
112650400;PO;FP
112659900;PO;FP
112910101;PO;FP
112910102;PO;FP
112910103;PO;FP
112910104;PO;FP
112910170;PO;FP
112910199;PO;FP
112910201;PO;FP
112910301;PO;FP
112910302;PO;FP
112910399;PO;FP
112910401;PO;FP
112910402;PO;FP
112910403;PO;FP
112910404;PO;FP
112910499;PO;FP
112910500;PO;FP
112910701;PO;FP
112910702;PO;FP
112910703;PO;FP
112910704;PO;FP
112919900;PO;FP
112920101;PO;FP
112920102;PO;FP
112920103;PO;FP
112920104;PO;FP
112920170;PO;FP
112920199;PO;FP
112920201;PO;FP
112920301;PO;FP
112920302;PO;FP
112920399;PO;FP
112920401;PO;FP
112920402;PO;FP
112920403;PO;FP
112920404;PO;FP
112920500;PO;FP
112920700;PO;FP
112929900;PO;FP
112930101;PO;FP
112930102;PO;FP
112930103;PO;FP
112930104;PO;FP
112930170;PO;FP
112930199;PO;FP
112930201;PO;FP
112930301;PO;FP
112930302;PO;FP
112930399;PO;FP
112930401;PO;FP
112930402;PO;FP
112930403;PO;FP
112930404;PO;FP
112930500;PO;FP
112930700;PO;FP
112939900;PO;FP
112940101;PO;FP
112940102;PO;FP
112940103;PO;FP
112940104;PO;FP
112940170;PO;FP
112940199;PO;FP
112940201;PO;FP
112940301;PO;FP
112940302;PO;FP
112940399;PO;FP
112940401;PO;FP
112940402;PO;FP
112940403;PO;FP
112940404;PO;FP
112940500;PO;FP
112940700;PO;FP
112949900;PO;FP
112950101;PO;FP
112950102;PO;FP
112950103;PO;FP
112950104;PO;FP
112950170;PO;FP
112950199;PO;FP
112950201;PO;FP
112950301;PO;FP
112950302;PO;FP
112950399;PO;FP
112950401;PO;FP
112950402;PO;FP
112950403;PO;FP
112950404;PO;FP
112950500;PO;FP
112950700;PO;FP
112959900;PO;FP
113110101;PO;FP;FR;CO
113110102;PO;FP;FR;CO
113110103;PO;FP;FR;CO
113110104;PO;FP;FR;CO
113110105;PO;FP;FR;CO
113110199;PO;FP;FR;CO
113110200;PO;FP;FR;CO
113110300;PO;FP;FR;CO
113110400;PO;FP;FR;CO
113119900;PO;FP;FR;CO
113120000;PO;FP;FR;CO
113130000;PO;FP;FR;CO
113140000;PO;FP;FR;CO
113150000;PO;FP;FR;CO
113210100;PO;FP;FR;CO
113210200;PO;FP;FR;CO
113210300;PO;FP;FR;CO
113210400;PO;FP;FR;CO
113210500;PO;FP;FR;CO
113210600;PO;FP;FR;CO
113210700;PO;FP;FR;CO
113210800;PO;FP;FR;CO
113210900;PO;FP;FR;CO
113211000;PO;FP;FR;CO
113211100;PO;FP;FR;CO
113211200;PO;FP;FR;CO
113211300;PO;FP;FR;CO
113211400;PO;FP;FR;CO
113219900;PO;FP;FR;CO
113220100;PO;FP;FR;CO
113220200;PO;FP;FR;CO
113220300;PO;FP;FR;CO
113220400;PO;FP;FR;CO
113220500;PO;FP;FR;CO
113220600;PO;FP;FR;CO
113220700;PO;FP;FR;CO
113220800;PO;FP;FR;CO
113220900;PO;FP;FR;CO
113221000;PO;FP;FR;CO
113221100;PO;FP;FR;CO
113221200;PO;FP;FR;CO
113221300;PO;FP;FR;CO
113221400;PO;FP;FR;CO
113229900;PO;FP;FR;CO
113230100;PO;FP;FR;CO
113230200;PO;FP;FR;CO
113230300;PO;FP;FR;CO
113230400;PO;FP;FR;CO
113230500;PO;FP;FR;CO
113230600;PO;FP;FR;CO
113230700;PO;FP;FR;CO
113230800;PO;FP;FR;CO
113239900;PO;FP;FR;CO
113240100;PO;FP;FR;CO
113240200;PO;FP;FR;CO
113240300;PO;FP;FR;CO
113249900;PO;FP;FR;CO
113250100;PO;FP;FR;CO
113250200;PO;FP;FR;CO
113250300;PO;FP;FR;CO
113250400;PO;FP;FR;CO
113259900;PO;FP;FR;CO
113310100;PO;FP
113320000;PO;FP
113330000;PO;FP
113340000;PO;FP
113350000;PO;FP
113410101;PO;FP
113410102;PO;FP
113410103;PO;FP
113410104;PO;FP
113410105;PO;FP
113410106;PO;FP
113410107;PO;FP
113410108;PO;FP
113410109;PO;FP
113410199;PO;FP
113410201;PO;FP
113410202;PO;FP
113410203;PO;FP
113410204;PO;FP
113410205;PO;FP
113410206;PO;FP
113410207;PO;FP
113410208;PO;FP
113410209;PO;FP
113410210;PO;FP
113410211;PO;FP
113410212;PO;FP
113410213;PO;FP
113410214;PO;FP
113410215;PO;FP
113410299;PO;FP
113410300;PO;FP
113419900;PO;FP
113420000;PO;FP
113430000;PO;FP
113440000;PO;FP
113450000;PO;FP
113510100;PO;FP;FR;CO
113510200;PO;FP;FR;CO
113510300;PO;FP;FR;CO
113510400;PO;FP;FR;CO
113510500;PO;FP;FR;CO
113510600;PO;FP;FR;CO
113510700;PO;FP;FR;CO
113510802;PO;FP;FR;CO
113519900;PO;FP;FR;CO
113520000;PO;FP;FR;CO
113530000;PO;FP;FR;CO
113540000;PO;FP;FR;CO
113550000;PO;FP;FR;CO
113610101;PO;FP
113610102;PO;FP
113610201;PO;FP
113610202;PO;FP
113610301;PO;FP
113610401;PO;FP
113619900;PO;FP
113620101;PO;FP
113620102;PO;FP
113620103;PO;FP
113620104;PO;FP
113620201;PO;FP
113620202;PO;FP
113620203;PO;FP
113620204;PO;FP
113620301;PO;FP;FR;CO
113620302;PO;FP;FR;CO
113620303;PO;FP;FR;CO
113620304;PO;FP;FR;CO
113620400;PO;FP
113620500;PO;FP
113620600;PO;FP
113629901;PO;FP
113629902;PO;FP
113629999;PO;FP
113630100;PO;FP;FR;CO
113630200;PO;FP
113630301;PO;FP;FR;CO
113630302;PO;FP;FR;CO
113630303;PO;FP;FR;CO
113630304;PO;FP;FR;CO
113639901;PO;FP
113639902;PO;FP
113639999;PO;FP
113640100;PO;FP;FR;CO
113640200;PO;FP
113640301;PO;FP;FR;CO
113640302;PO;FP;FR;CO
113640303;PO;FP;FR;CO
113640304;PO;FP;FR;CO
113640305;PO;FP;FR;CO
113640306;PO;FP;FR;CO
113649901;PO;FP
113649902;PO;FP
113649999;PO;FP
113650100;PO;FP;FR;CO
113650200;PO;FP
113650301;PO;FP;FR;CO
113650302;PO;FP;FR;CO
113650303;PO;FP;FR;CO
113659901;PO;FP
113659902;PO;FP
113659999;PO;FP
113810100;PO;FP
113810200;PO;FP
113810300;PO;FP
113810400;PO;FP
113810600;PO;FP;FR;CO
113810700;PO;FP
113810800;PO;FP;FR;CO
113810900;PO;FP;FR;CO
113811000;PO;FP;FR;CO
113811100;PO;FP;FR;CO
113811200;PO;FP
113811300;PO;FP
113811400;PO;FP
113811500;PO;FP
113811600;PO;FP
113811700;PO;FP;FR;CO
113811800;PO;FP
113812000;PO;FP
113812700;PO;FP
113812800;PO;FP
113812900;PO;FP
113813100;PO;FP
113813200;PO;FP
113813300;PO;FP
113819900;PO;FP;FR;CO
113821700;PO;FP;FR;CO
113829900;PO;FP;FR;CO
113830000;PO;FP;FR;CO
113840000;PO;FP;FR;CO
113850000;PO;FP;FR;CO
113910300;PO;FP
113910401;PO;FP
113910402;PO;FP
113910403;PO;FP
113919900;PO;FP
113920000;PO;FP
113930000;PO;FP
113940000;PO;FP
113950000;PO;FP
114110100;PO;FP;FR;CO
114110200;PO;FP;FR;CO
114110300;PO;FP;FR;CO
114110400;PO;FP;FR;CO
114119900;PO;FP;FR;CO
114210000;PO;FP;FR;CO
114310000;PO;FP;FR;CO
114410101;PO;FP;FR;CO
114410102;PO;FP;FR;CO
114410103;PO;FP;FR;CO
114410104;PO;FP;FR;CO
114410105;PO;FP;FR;CO
114410106;PO;FP;FR;CO
114410107;PO;FP;FR;CO
114410108;PO;FP;FR;CO
114410109;PO;FP;FR;CO
114410201;PO;FP;FR;CO
114410202;PO;FP;FR;CO
114410301;PO;FP;FR;CO
114410302;PO;FP;FR;CO
114410303;PO;FP;FR;CO
114410401;PO;FP;FR;CO
114410402;PO;FP;FR;CO
114410403;PO;FP;FR;CO
114410500;PO;FP;FR;CO
114410600;PO;FP;FR;CO
114410700;PO;FP;FR;CO
114411101;PO;FP;FR;CO
114411102;PO;FP;FR;CO
114411103;PO;FP;FR;CO
114411104;PO;FP;FR;CO
114411105;PO;FP;FR;CO
114411106;PO;FP;FR;CO
114411107;PO;FP;FR;CO
114411108;PO;FP;FR;CO
114411109;PO;FP;FR;CO
114411201;PO;FP;FR;CO
114411202;PO;FP;FR;CO
114411301;PO;FP;FR;CO
114411302;PO;FP;FR;CO
114411303;PO;FP;FR;CO
114411401;PO;FP;FR;CO
114411402;PO;FP;FR;CO
114411403;PO;FP;FR;CO
114411500;PO;FP;FR;CO
114411600;PO;FP;FR;CO
114411700;PO;FP;FR;CO
114413000;PO;FP;FR;CO
114419900;PO;FP;FR;CO
114910100;PO;FP;FR;CO
114910200;PO;FP
114910300;PO;FP
114910400;PO;FP
114910500;PO;FP;FR;CO
114910600;PO;FP;FR;CO
114910700;PO;FP;FR;CO
114910800;PO;FP;FR;CO
114910900;PO;FP;FR;CO
114919900;PO;FP
115110100;PO;FP
115110200;PO;FP
115110300;PO;FP
115119900;PO;FP
115210100;PO;FP
115210200;PO;FP
115310100;PO;FP
115310200;PO;FP
115410100;PO;FP
115410200;PO;FP
115510100;PO;FP
115610100;PO;FP
115610200;PO;FP
115610300;PO;FP
115610400;PO;FP
115610500;PO;FP
115610600;PO;FP
115610700;PO;FP
115610800;PO;FP
115610900;PO;FP
115619900;PO;FP
115810000;PO;FP
115910100;PO;FP
115910200;PO;FP
116110000;PO;FP
116120000;PO;FP
116130000;PO;FP
116140000;PO;FP
116150000;PO;FP
116210000;PO;FP
116310000;PO;FP
116910000;PO;FP
116920000;PO;FP
116930000;PO;FP
116940000;PO;FP
116950000;PO;FP
117110000;PO;FP
119110100;PO;FP
119110200;PO;FP
119119900;PO;FP
119120000;PO;FP
119130000;PO;FP
119140000;PO;FP
119150000;PO;FP
119210000;PO;FP
119220000;PO;FP
119230000;PO;FP
119240000;PO;FP
119250000;PO;FP
119310000;PO;FP
119320000;PO;FP
119330000;PO;FP
119340000;PO;FP
119350000;PO;FP
119410000;PO;FP
119420000;PO;FP
119430000;PO;FP
119440000;PO;FP
119450000;PO;FP
119510000;PO;FP
119520000;PO;FP
119530000;PO;FP
119540000;PO;FP
119550000;PO;FP
119610000;PO;FP
119620000;PO;FP
119630000;PO;FP
119640000;PO;FP
119650000;PO;FP
119710000;PO;FP
119720000;PO;FP
119730000;PO;FP
119740000;PO;FP
119750000;PO;FP
119810000;PO;FP
119820000;PO;FP
119830000;PO;FP
119840000;PO;FP
119850000;PO;FP
119910000;PO;FP
119920000;PO;FP
119930000;PO;FP
119940000;PO;FP
119950000;PO;FP
121110101;PO;FP
121110102;PO;FP
121110103;PO;FP
121110104;PO;FP
121110105;PO;FP
121110170;PO;FP
121110171;PO;FP
121110199;PO;FP
121110201;PO;FP
121110301;PO;FP
121110302;PO;FP
121110303;PO;FP
121110304;PO;FP
121110305;PO;FP
121110306;PO;FP
121110307;PO;FP
121110308;PO;FP
121110309;PO;FP
121110310;PO;FP
121110311;PO;FP
121110312;PO;FP
121110399;PO;FP
121110401;PO;FP
121110402;PO;FP
121110403;PO;FP
121110404;PO;FP
121110406;PO;FP
121110407;PO;FP
121110501;PO;FP
121110502;PO;FP
121110503;PO;FP
121110504;PO;FP
121110601;PO;FP
121110603;PO;FP
121110700;PO;FP
121119700;PO;FP
121119901;PO;FP
121119902;PO;FP
121119903;PO;FP
121119904;PO;FP
121119905;PO;FP
121119906;PO;FP
121119907;PO;FP
121119999;PO;FP
121120100;PO;FP
121120200;PO;FP
121120300;PO;FP
121120400;PO;FP
121120500;PO;FP
121120601;PO;FP
121120602;PO;FP
121120603;PO;FP
121120604;PO;FP
121120605;PO;FP
121120606;PO;FP
121120607;PO;FP
121120608;PO;FP
121120609;PO;FP
121120610;PO;FP
121120696;PO;FP
121120697;PO;FP
121120698;PO;FP
121120699;PO;FP
121120700;PO;FP
121120801;PO;FP
121120802;PO;FP
121120803;PO;FP
121120899;PO;FP
121129700;PO;FP
121129901;PO;FP
121129902;PO;FP
121129903;PO;FP
121129904;PO;FP
121129905;PO;FP
121129999;PO;FP
121130100;PO;FP
121130200;PO;FP
121130300;PO;FP
121130400;PO;FP
121130500;PO;FP
121130601;PO;FP
121130602;PO;FP
121130603;PO;FP
121130604;PO;FP
121130605;PO;FP
121130698;PO;FP
121130699;PO;FP
121130700;PO;FP
121139700;PO;FP
121139901;PO;FP
121139902;PO;FP
121139903;PO;FP
121139904;PO;FP
121139905;PO;FP
121139999;PO;FP
121140100;PO;FP
121140200;PO;FP
121140301;PO;FP
121140302;PO;FP
121140303;PO;FP
121140304;PO;FP
121140305;PO;FP
121140306;PO;FP
121140307;PO;FP
121140308;PO;FP
121140309;PO;FP
121140310;PO;FP
121140311;PO;FP
121140312;PO;FP
121140313;PO;FP
121140314;PO;FP
121140399;PO;FP
121140400;PO;FP
121140500;PO;FP
121140601;PO;FP
121140602;PO;FP
121140603;PO;FP
121140604;PO;FP
121140605;PO;FP
121140698;PO;FP
121140699;PO;FP
121140700;PO;FP
121149700;PO;FP
121149901;PO;FP
121149902;PO;FP
121149903;PO;FP
121149904;PO;FP
121149905;PO;FP
121149999;PO;FP
121150100;PO;FP
121150200;PO;FP
121150301;PO;FP
121150302;PO;FP
121150303;PO;FP
121150304;PO;FP
121150305;PO;FP
121150306;PO;FP
121150307;PO;FP
121150308;PO;FP
121150309;PO;FP
121150310;PO;FP
121150399;PO;FP
121150400;PO;FP
121150500;PO;FP
121150601;PO;FP
121150602;PO;FP
121150603;PO;FP
121150604;PO;FP
121150605;PO;FP
121150698;PO;FP
121150699;PO;FP
121150700;PO;FP
121159700;PO;FP
121159901;PO;FP
121159902;PO;FP
121159903;PO;FP
121159904;PO;FP
121159905;PO;FP
121159999;PO;FP
121210101;PO;FP;FR;CO
121210199;PO;FP;FR;CO
121210201;PO;FP
121210202;PO;FP
121210203;PO;FP
121210204;PO;FP
121210205;PO;FP
121210206;PO;FP
121210207;PO;FP
121210208;PO;FP
121210209;PO;FP
121210210;PO;FP
121210211;PO;FP
121210212;PO;FP
121210213;PO;FP
121210214;PO;FP
121210299;PO;FP
121210300;PO;FP
121210401;PO;FP
121210403;PO;FP
121210404;PO;FP
121210405;PO;FP
121210406;PO;FP
121210407;PO;FP
121210408;PO;FP
121210409;PO;FP
121210410;PO;FP
121210499;PO;FP
121210501;PO;FP
121210502;PO;FP
121210503;PO;FP
121210504;PO;FP
121210505;PO;FP
121210506;PO;FP
121210507;PO;FP
121210508;PO;FP
121210509;PO;FP
121210510;PO;FP
121210511;PO;FP
121210512;PO;FP
121210513;PO;FP
121210514;PO;FP
121210515;PO;FP
121210599;PO;FP
121210601;PO;FP;FR;CO
121210602;PO;FP;FR;CO
121210603;PO;FP;FR;CO
121210604;PO;FP;FR;CO
121210605;PO;FP;FR;CO
121210606;PO;FP;FR;CO
121210607;PO;FP;FR;CO
121210699;PO;FP;FR;CO
121210700;PO;FP
121210900;PO;FP;FR;CO
121219801;PO;FP
121219802;PO;FP
121219803;PO;FP
121219804;PO;FP
121219805;PO;FP
121219806;PO;FP
121219807;PO;FP
121219808;PO;FP
121219809;PO;FP
121219899;PO;FP
121219901;PO;FP
121219902;PO;FP
121219903;PO;FP
121219907;PO;FP
121219998;PO;FP
121220000;PO;FP;FR;CO
121230000;PO;FP;FR;CO
121240000;PO;FP;FR;CO
121250000;PO;FP;FR;CO
121310101;PO;FP;FR;CO
121310102;PO;FP;FR;CO
121310103;PO;FP;FR;CO
121310109;PO;FP;FR;CO
121310199;PO;FP;FR;CO
121310201;PO;FP;FR;CO
121310202;PO;FP;FR;CO
121310300;PO;FP;FR;CO
121310400;PO;FP;FR;CO
121310801;PO;FP;FR;CO
121319800;PO;FP;FR;CO
121319901;PO;FP;FR;CO
121319902;PO;FP;FR;CO
121319903;PO;FP;FR;CO
121319904;PO;FP;FR;CO
121319999;PO;FP;FR;CO
121410100;PO;FP
121410200;PO;FP
121410300;PO;FP
121410400;PO;FP
121410500;PO;FP
121410600;PO;FP
121410700;PO;FP
121419800;PO;FP
121419900;PO;FP
121510000;PO;FP
121910100;PO;FP
121910200;PO;FP
121910300;PO;FP
121910400;PO;FP
121910500;PO;FP
121910600;PO;FP
121910700;PO;FP
121919900;PO;FP
121920000;PO;FP
121930000;PO;FP
121940000;PO;FP
121950000;PO;FP
122110101;PO;FP
122110102;PO;FP
122110103;PO;FP
122110104;PO;FP
122110105;PO;FP
122110106;PO;FP
122110107;PO;FP
122110108;PO;FP
122110109;PO;FP
122110195;PO;FP
122110196;PO;FP
122110197;PO;FP
122110198;PO;FP
122110199;PO;FP
122110201;PO;FP
122110203;PO;FP
122110205;PO;FP
122110206;PO;FP
122110299;PO;FP
122120101;PO;FP
122120102;PO;FP
122120103;PO;FP
122120104;PO;FP
122120105;PO;FP
122120106;PO;FP
122120107;PO;FP
122120108;PO;FP
122120109;PO;FP
122120195;PO;FP
122120196;PO;FP
122120197;PO;FP
122120198;PO;FP
122120199;PO;FP
122120201;PO;FP
122120203;PO;FP
122120205;PO;FP
122120206;PO;FP
122120299;PO;FP
122130101;PO;FP
122130102;PO;FP
122130103;PO;FP
122130104;PO;FP
122130105;PO;FP
122130106;PO;FP
122130107;PO;FP
122130108;PO;FP
122130109;PO;FP
122130195;PO;FP
122130196;PO;FP
122130197;PO;FP
122130198;PO;FP
122130199;PO;FP
122130201;PO;FP
122130203;PO;FP
122130205;PO;FP
122130206;PO;FP
122130299;PO;FP
122140101;PO;FP
122140102;PO;FP
122140103;PO;FP
122140104;PO;FP
122140105;PO;FP
122140106;PO;FP
122140107;PO;FP
122140108;PO;FP
122140109;PO;FP
122140195;PO;FP
122140196;PO;FP
122140197;PO;FP
122140198;PO;FP
122140199;PO;FP
122140201;PO;FP
122140203;PO;FP
122140205;PO;FP
122140206;PO;FP
122140299;PO;FP
122150101;PO;FP
122150102;PO;FP
122150103;PO;FP
122150104;PO;FP
122150105;PO;FP
122150106;PO;FP
122150107;PO;FP
122150108;PO;FP
122150109;PO;FP
122150195;PO;FP
122150196;PO;FP
122150197;PO;FP
122150198;PO;FP
122150199;PO;FP
122150201;PO;FP
122150203;PO;FP
122150205;PO;FP
122150206;PO;FP
122150299;PO;FP
122210101;PO;FP
122210102;PO;FP
122210199;PO;FP
122210201;PO;FP
122210202;PO;FP
122210299;PO;FP
122219900;PO;FP
122310101;PO;FP;FR;CO
122310102;PO;FP;FR;CO
122310202;PO;FP;FR;CO
122310203;PO;FP;FR;CO
122310204;PO;FP;FR;CO
122310205;PO;FP;FR;CO
122310206;PO;FP;FR;CO
122310207;PO;FP;FR;CO
122310299;PO;FP;FR;CO
122310300;PO;FP;FR;CO
122310400;PO;FP;FR;CO
122310500;PO;FP;FR;CO
122710100;PO;FP
122710200;PO;FP
122710300;PO;FP
122710400;PO;FP
122719900;PO;FP
122810101;PO;FP
122810102;PO;FP
122810199;PO;FP
122819900;PO;FP
122910101;PO;FP
122910102;PO;FP
122910201;PO;FP
122910202;PO;FP
122910300;PO;FP
122910500;PO;FP
122919900;PO;FP
122920100;PO;FP
122929900;PO;FP
122930100;PO;FP
122939900;PO;FP
122940100;PO;FP
122949900;PO;FP
122950100;PO;FP
122959900;PO;FP
123110101;PO;FP
123110102;PO;FP
123110103;PO;FP
123110104;PO;FP
123110105;PO;FP
123110106;PO;FP
123110107;PO;FP
123110108;PO;FP
123110109;PO;FP
123110110;PO;FP
123110111;PO;FP
123110112;PO;FP
123110113;PO;FP
123110114;PO;FP
123110115;PO;FP
123110116;PO;FP
123110117;PO;FP
123110118;PO;FP
123110119;PO;FP
123110120;PO;FP
123110121;PO;FP
123110199;PO;FP
123110201;PO;FP
123110202;PO;FP
123110301;PO;FP
123110302;PO;FP
123110303;PO;FP
123110304;PO;FP
123110401;PO;FP
123110402;PO;FP
123110403;PO;FP
123110404;PO;FP
123110405;PO;FP
123110406;PO;FP
123110499;PO;FP
123110501;PO;FP
123110502;PO;FP
123110503;PO;FP
123110504;PO;FP
123110505;PO;FP
123110506;PO;FP
123110600;PO;FP
123110701;PO;FP
123110702;PO;FP
123110704;PO;FP
123110801;PO;FP
123110803;PO;FP
123110805;PO;FP
123110900;PO;FP
123111000;PO;FP
123111100;PO;FP
123119901;PO;FP
123119902;PO;FP
123119908;PO;FP
123119999;PO;FP
123210101;PO;FP
123210102;PO;FP
123210103;PO;FP
123210104;PO;FP
123210105;PO;FP
123210106;PO;FP
123210107;PO;FP
123210108;PO;FP
123210109;PO;FP
123210110;PO;FP
123210111;PO;FP
123210112;PO;FP
123210113;PO;FP
123210114;PO;FP
123210115;PO;FP
123210116;PO;FP
123210117;PO;FP
123210118;PO;FP
123210119;PO;FP
123210120;PO;FP
123210121;PO;FP
123210122;PO;FP
123210198;PO;FP
123210401;PO;FP
123210402;PO;FP
123210403;PO;FP
123210404;PO;FP
123210405;PO;FP
123210407;PO;FP
123210408;PO;FP
123210409;PO;FP
123210410;PO;FP
123210411;PO;FP
123210412;PO;FP
123210413;PO;FP
123210414;PO;FP
123210415;PO;FP
123210416;PO;FP
123210417;PO;FP
123210418;PO;FP
123210499;PO;FP
123210501;PO;FP
123210502;PO;FP
123210503;PO;FP
123210504;PO;FP
123210505;PO;FP
123210506;PO;FP
123210507;PO;FP
123210508;PO;FP
123210509;PO;FP
123210510;PO;FP
123210511;PO;FP
123210599;PO;FP
123210601;PO;FP
123210605;PO;FP
123210700;PO;FP
